id,neighborhood,club_vibes,music_genres
ChIJPQzEeBhawokR79Mo5NOT5Vw,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ94xVbhhawokRaDRb_Y6O1sA,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJudW_cBhawokRAKowhjWTbLU,Financial District (FiDi),Divey,Rock/Indie;Throwbacks/80s-90s
ChIJb_3IWwBbwokRsTtBhFs0bsw,Financial District (FiDi),Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJL_oFdRhawokR84uzMn714cs,Financial District (FiDi),Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJw0ol8QFbwokR6-65pS8JSDk,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJuQ9WfihbwokR3PTLA2-HvhE,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJkdmV0hdbwokRBkjUsD5xL5Y,Financial District (FiDi),Loungey;Upscale,Top 40/Pop;Rock/Indie
ChIJm0K_dRRbwokRxTKepdVj508,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ1yddcABbwokRD7IH0fCuBqM,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ_1832h1bwokRi-K3oKqa3yI,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJzyaodQBbwokRLdcZW_w1CHs,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJlc33IdlbwokRxfu6bNlZVZE,Williamsburg,Dancey;Ravey,House/EDM;Disco/Funk
ChIJHUdGaVZawokRLeKx6cf6Il4,Williamsburg,Rooftop/Outdoor;Loungey,Chill/Lo-fi;Rock/Indie
ChIJw-WCWCJbwokR37ioHnWfT2c,Williamsburg,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJVY3ENaxbwokRefauZrta9qc,Williamsburg,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJCW1nDL9bwokRYHwsJb7zY1Q,Williamsburg,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Chill/Lo-fi
ChIJyVlkp4FbwokRksUV9tTaNAU,Williamsburg,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Top 40/Pop
ChIJvzYmKtlbwokRHye6SmfknDM,Williamsburg,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJF20H1thbwokRpIYZk5ardec,Williamsburg,Loungey;Upscale,Rock/Indie;Jazz/Blues
ChIJEwkz09hbwokRUcj2ZATqYbw,Williamsburg,Dancey;Ravey,Latin/Reggaeton;House/EDM
ChIJTyNDL99bwokR6dFejXiNnsA,Williamsburg,Divey;Rooftop/Outdoor,Rock/Indie;Throwbacks/80s-90s
ChIJ51pNHN9bwokROF0EWcMTsoU,Williamsburg,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJ6b67_t5bwokRZ2gb38P4ywI,Williamsburg,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJ1SnD495bwokRu9j5Mq3Q7FA,Williamsburg,Live Music;Loungey,Rock/Indie;Live Music
ChIJCzOjDd9bwokRGcl6XXitceU,Williamsburg,Live Music,Jazz/Blues;Rock/Indie
ChIJ67lTFJ1bwokR98tXuRrTYJ0,Williamsburg,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Chill/Lo-fi
ChIJ585mJsZbwokRVe9-RibWCi4,Williamsburg,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJGy9ZLLlbwokRToV9WnbUydc,Williamsburg,Divey;Live Music,Rock/Indie;Hip-Hop/Rap
ChIJQZdCa5VbwokRjh5DcPByUIs,Williamsburg,Rooftop/Outdoor;Loungey,Top 40/Pop;House/EDM
ChIJBdIbgUBbwokRFElgH2qxPLo,Williamsburg,Loungey;Live Music,House/EDM;Disco/Funk
ChIJXbm2Bg1bwokR2H1am3e1E5M,Williamsburg,Divey;Live Music,Rock/Indie;Hip-Hop/Rap
ChIJ3xcwmt9bwokRegnPhKtAL7U,Williamsburg,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Top 40/Pop
ChIJ0cIK86dbwokRlol5_9zSu1M,Williamsburg,Loungey;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJuyNUMkRbwokRnKkIAfZD364,Williamsburg,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ038SieBbwokRRKbk5GJZUWg,Williamsburg,Divey;Live Music,Rock/Indie;Live Music
ChIJmU4y-OFbwokRuuTUu-zsedc,Williamsburg,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Jazz/Blues
ChIJP37F8-FbwokRyQ-NNEwjCLs,Williamsburg,Dancey;Ravey,House/EDM;Disco/Funk
ChIJVQhDBhxbwokRLwobz9lb_qk,Williamsburg,Loungey;Rooftop/Outdoor,Latin/Reggaeton;Chill/Lo-fi
ChIJWaaZj1hZwokRalNHJEvg7cw,Williamsburg,Divey;Live Music,Rock/Indie;Live Music
ChIJkxkuDVhZwokRJcoxmoEmy_w,Williamsburg,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJw_LbfuJbwokRcUy9H7Zcte4,Williamsburg,Divey;Loungey,Latin/Reggaeton;Hip-Hop/Rap
ChIJIY0jflhZwokR0gpjZaqA1vo,Williamsburg,Loungey;Divey,Jazz/Blues;Chill/Lo-fi
ChIJ1XEyd-JbwokRlNg3T2tcZ_E,Williamsburg,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJ1WbVf1hZwokRv7FQ6t4Tl_0,Williamsburg,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJoW9OIq9ZwokRMdcIbUMw26w,Williamsburg,Divey;Live Music,Rock/Indie;Live Music
ChIJ9Xd4geJbwokR6VPdAKJXzyE,Williamsburg,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJ_dLR-YtZwokRphksDoBlwI0,Williamsburg,Upscale;Loungey,Latin/Reggaeton;Top 40/Pop
ChIJd4B7fOZZwokR2NuTyvXq0gc,Williamsburg,Loungey;Divey,Top 40/Pop;Rock/Indie
ChIJC84CsGBZwokRDlHzVo4wJkw,Williamsburg,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJM7w391dZwokR3b33lYSClY4,Williamsburg,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJH95R6VdZwokRzrNnWh_NmE4,Williamsburg,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJaU1D7FdZwokRDmJpFkswJhk,Williamsburg,Divey;Live Music,Rock/Indie;Live Music
ChIJkzb6A1hZwokRg10qCDA3ka4,Williamsburg,Divey;Live Music,Rock/Indie;Throwbacks/80s-90s
ChIJ85GwdFhZwokRWyEFl-9Z8z4,Williamsburg,Divey,Rock/Indie
ChIJybnOGpxZwokRogILnFMecyE,Williamsburg,Loungey;Divey,Rock/Indie;Hip-Hop/Rap
ChIJtxAEdHpZwokRh5_jOETnK8Q,Williamsburg,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJVVXR6ldZwokRABoE-XgeEqI,Williamsburg,Divey;Live Music,Rock/Indie;Live Music
ChIJ555lhNNZwokRNrVt_YsFDl0,Williamsburg,Loungey;Rooftop/Outdoor,House/EDM;Top 40/Pop
ChIJA1h4NVZZwokRheUtPiYkt0g,Williamsburg,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJp5C1XlVZwokR-4vkeemYjXI,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJRSbQtFVfwokRtUMS7gYNq8c,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJXcWsUXNfwokReRjpQXb1NK4,Bushwick,Ravey;Dancey,House/EDM;Disco/Funk
ChIJxTYkSztcwokRfb1Cs2v2G1k,Bushwick,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Rock/Indie
ChIJT2VBiapewokRDMKr2uNPl6s,Bushwick,Rooftop/Outdoor;Live Music,Rock/Indie;Live Music
ChIJlQvYRoRfwokRNKpn7N13VvA,Bushwick,Divey;Live Music,Rock/Indie;Hip-Hop/Rap
ChIJGcpj-ilfwokRv0kA2NqFIPs,Bushwick,Ravey;Dancey,House/EDM;Hip-Hop/Rap
ChIJCUYnOaZewokR65XinqjplXE,Bushwick,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJrVAECUhfwokRsoEFM0dN67Q,Bushwick,Ravey;Live Music;Rooftop/Outdoor,House/EDM;Rock/Indie;Live Music
ChIJUayX2G5fwokR_CNrpXGY1jw,Bushwick,Live Music;Divey,Rock/Indie;Live Music
ChIJ9eBXKJRfwokRDRY51g1OURQ,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJaX_a9hhfwokR-6FZI3xmTQE,Ridgewood,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJHRytGgBfwokR7zdwAGibRCY,Ridgewood,Divey,Rock/Indie
ChIJOyJfDc5fwokRoWv_0UlXQFo,Ridgewood,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJ4_AAQhdawokRzbYlVLyzKlk,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ9yiUJxFawokRW2rVCZCzxSA,Financial District (FiDi),Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJ3euAUkZbwokRGApO2PcUqiY,Financial District (FiDi),Divey;Fratty,Rock/Indie;Top 40/Pop
ChIJdX3e0RBZwokRURZX1Qr3XMw,Financial District (FiDi),Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJr8wKlm1bwokRW0n7Efryz9w,Financial District (FiDi),Loungey;Upscale,Top 40/Pop;Jazz/Blues
ChIJZXs66hBawokRizEXnDJplPw,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJoTXWl8dbwokRpKA2BJFVsGA,Financial District (FiDi),Upscale;Rooftop/Outdoor,Jazz/Blues;Chill/Lo-fi
ChIJ2Swh55BbwokRla0w-rYHSQk,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJCfikqHBbwokRaAW9TPfWOQE,Financial District (FiDi),Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJ6ffdpJNZwokRmcafdROM5q0,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJtb0E3RdawokRqLP-FNIxvf8,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJzfaXRz1awokRr3iYyWFIRYo,Financial District (FiDi),Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJA7FDxRdawokR60802QyPTbM,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJyYiySj1awokRueQwalZ6hmA,Financial District (FiDi),Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJnT4Nc_pbwokRJP-nF525duk,Financial District (FiDi),Rooftop/Outdoor;Upscale,Top 40/Pop;House/EDM
ChIJWTpRmOFbwokRsLumvic0iY4,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJJU3qKzRbwokRbfw1WrUWIJ4,Financial District (FiDi),Loungey;Upscale,Chill/Lo-fi;Top 40/Pop
ChIJiyxvtBdawokRHeEVToh8Te4,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ8fd4uDxawokRcLenrYjJdbg,Financial District (FiDi),Divey,Rock/Indie
ChIJp1xmvDxawokR--2ZxQQ7NeM,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJN8ko6jxawokRh4mOVeF82dg,Financial District (FiDi),Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJ4_EelTxawokRIrVex08F1xQ,Financial District (FiDi),Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJ87oGtjxawokRezKwgXh6Cg4,Financial District (FiDi),Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJh6Pk4TxawokRRHEy8WTDBoU,Financial District (FiDi),Rooftop/Outdoor;Loungey,Chill/Lo-fi;Top 40/Pop
ChIJ6xkZehhbwokRqqJ4_5v8Y_M,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ7epq4zxawokRADBrW_zuoMg,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJIYWiDg1bwokRzRzxMrZa1Xk,Financial District (FiDi),Upscale;Rooftop/Outdoor,Top 40/Pop;Chill/Lo-fi
ChIJpZd5uFtbwokROm9FtRhLhyQ,Financial District (FiDi),Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJ9-nnofBbwokRH7rbYEUQhS8,Financial District (FiDi),Loungey,Chill/Lo-fi
ChIJqTPVsWZZwokRny2D7qlCKaI,Williamsburg,Divey;Live Music,Rock/Indie;Metal
ChIJ9ev4B-FbwokRhzTqc9KP5-I,Williamsburg,Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJ675IlbVbwokRf1-w0eWkCw8,Williamsburg,Divey;Fratty,Top 40/Pop;Hip-Hop/Rap
ChIJr_-tOptbwokRIFOcAxjH72Q,Williamsburg,Ravey;Dancey,House/EDM;Disco/Funk
ChIJ8SboWOFbwokRiE1YzSAO4Qc,Williamsburg,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJ2SoR_hpbwokRRyofqcjFRJ4,Williamsburg,Loungey;Rooftop/Outdoor,Chill/Lo-fi;Jazz/Blues
ChIJB_8SzPxbwokRZuA7R7v1Loc,Bushwick,Divey;Loungey;Live Music,Rock/Indie;Disco/Funk;Throwbacks/80s-90s
ChIJLxnTzP1bwokRGb5kO2TucFQ,Bushwick,Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJ52hKx_1bwokRi7S0ELHhrOM,Bushwick,Divey;Live Music,Rock/Indie;Hip-Hop/Rap
ChIJ__-zvv1bwokRq7XrbriPQZQ,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJ75I1P_xbwokRjSgYh09toAY,Bushwick,Divey;Live Music,Rock/Indie;Hip-Hop/Rap
ChIJ__9rtP1bwokRG5T4EKYvQTY,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJy5MeiLpbwokRTTtppTZYMhY,Bushwick,Loungey;Divey,Chill/Lo-fi;Rock/Indie
ChIJk9gLf75bwokRI2fQO4j603s,Williamsburg,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJWUWEmp9bwokRD6Q20axkQoc,Williamsburg,Loungey;Divey,Chill/Lo-fi;Rock/Indie
ChIJATowSPRbwokReYWNHCyYdYQ,Bushwick,Loungey;Upscale,Latin/Reggaeton;Jazz/Blues
ChIJwxo2R_5bwokRrNeUYu9WUcY,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJLwxJEL9bwokRrXWoSRU99_E,Bushwick,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJScHx7ItbwokRQX-5dZOHqqA,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJ-xIJWv5bwokRL8TgSMrMyyE,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJ7zm6H3JbwokR3ui1wTNr6Xc,Bushwick,Dancey;Ravey;Live Music,House/EDM;Disco/Funk;Hip-Hop/Rap
ChIJvzFTytFbwokRvY0Uwlms6lE,Bushwick,Dancey;Ravey,House/EDM;Hip-Hop/Rap
ChIJeQOXB75dwokRPNWgzrcRops,Bushwick,Ravey;Rooftop/Outdoor,House/EDM;Disco/Funk
ChIJ-4OopuBfwokRS9MnSuqbUVI,Bushwick,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJD9y6qKpewokRMYviyTLQ1P0,Bushwick,Dancey;Ravey,House/EDM;Latin/Reggaeton
ChIJg-Ps6xtdwokR1rw0-i3lRcc,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJq9oHJBpdwokRifA7zM8TcAE,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJX2LewAFcwokRe2BrdceDKf4,Bushwick,Loungey;Divey,Hip-Hop/Rap;Top 40/Pop
ChIJc11gFQJcwokRcOejfRbBPpo,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJob8BhadewokROi32ccC9Bzg,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJ7Q2feKdewokRNwPRjzsOc8c,Bushwick,Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJ72D9N6tewokRyQSjsElG8x8,Bushwick,Ravey;Dancey;Live Music,House/EDM;Disco/Funk;Live Music
ChIJg577jqdewokROjjTj7wBKfs,Bushwick,Loungey;Rooftop/Outdoor,Rock/Indie;Chill/Lo-fi
ChIJgTDgQh1cwokRAigCV_DOCQ8,Bushwick,Divey,Rock/Indie
ChIJMS1iB4lfwokR-nGBu-VwMZ0,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJ0yriMBVfwokRQqyrtiMnVPU,Bushwick,Loungey;Live Music,Jazz/Blues;Rock/Indie
ChIJCzyNLENbwokR-lXh5FtzU70,Bushwick,Loungey;Divey,Hip-Hop/Rap;Top 40/Pop
ChIJeXkk5qdewokRPjp8s5BDauo,Bushwick,Ravey;Divey,House/EDM;Disco/Funk
ChIJ4T-may9fwokR9Y9Uh6k6u-g,Bushwick,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJTcyYaF1dwokRgWqRxcNHLmU,Bushwick,Loungey;Upscale,Live Music;Jazz/Blues
ChIJDS3Yw4VdwokRbTiWFKRuNeE,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJb38eWh1cwokRS2OX0SzcFrU,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJiQ2MUUtdwokRwTGnkgQxc5M,Bushwick,Rooftop/Outdoor;Loungey,Rock/Indie;Chill/Lo-fi
ChIJoU9LeClfwokRko_XGzUc6cc,Bushwick,Divey;Ravey,House/EDM;Disco/Funk
ChIJ006nPadewokRDgxlPRaSfsQ,Ridgewood,Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJjdqoTndfwokR2Ns3CJtJ4UU,Ridgewood,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJp2KNpZ5ewokRrJfJH0zrc6g,Ridgewood,Divey,Rock/Indie;Throwbacks/80s-90s
ChIJQbogzJ1ewokRUJAowaUOLnM,Ridgewood,Divey;Live Music,Rock/Indie;Live Music
ChIJ0xNql4NewokRr2gLlmrZLOc,Ridgewood,Loungey;Divey,Chill/Lo-fi;Jazz/Blues
ChIJb1ng8xFawokRLcG2ng6A3Uk,Financial District (FiDi),Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJB3aptxZawokRjo4qFn2QeWA,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJfVxAABRawokRDosFWZ1cJEs,Financial District (FiDi),Loungey;Upscale,Top 40/Pop;Chill/Lo-fi
ChIJo0TTCBRawokRQvOtU2qXlTE,Financial District (FiDi),Loungey;Upscale,Latin/Reggaeton;Top 40/Pop
ChIJORusnddbwokROPe35bFTv4M,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ3blcJRRawokRex4mbeb9Ix4,Financial District (FiDi),Fratty;Divey,Top 40/Pop;Rock/Indie
ChIJwy8lmxZawokRtWUTg5wuv6I,Financial District (FiDi),Upscale,Jazz/Blues
ChIJV_vNLhRawokRt36u5nIPaVw,Financial District (FiDi),Loungey;Rooftop/Outdoor,Live Music;Rock/Indie
ChIJRXAoKBRawokR8U8kqAMMwSU,Financial District (FiDi),Loungey;Divey,Rock/Indie;Throwbacks/80s-90s
ChIJEWHdJhRawokRoMR-DurUSl4,Financial District (FiDi),Divey;Loungey,Rock/Indie;Jazz/Blues
ChIJv-yuMhRawokR5o6Gn20Wleo,Financial District (FiDi),Loungey;Rooftop/Outdoor,Rock/Indie;Live Music
ChIJQalvcBZawokRGSuWUh6cZiI,Financial District (FiDi),Divey;Loungey,Rock/Indie;Throwbacks/80s-90s
ChIJST0cgRZawokRNvJv5mhG57E,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ_Wl47RZawokRSpwnoFEn7HQ,Financial District (FiDi),Divey,Rock/Indie;Throwbacks/80s-90s
ChIJ61jm4H9bwokRXQehusts-aY,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJY4zRMNZbwokR-ULP7nO0qqg,Financial District (FiDi),Loungey;Upscale,Latin/Reggaeton;Top 40/Pop
ChIJTXXOF-1bwokRmT5WZCpK8EU,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJfb99UflbwokR_ndQFjGdkHE,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJJSmYANxbwokRSGfMrgoIdZQ,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJAWGJCwBbwokRMqBe5G1hbFM,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJzch8PBZawokRlpx4GoWmnXM,Financial District (FiDi),Loungey;Divey,Rock/Indie;Throwbacks/80s-90s
ChIJ_dwCSI1bwokR8lx8p_nXmfY,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJMSRJCF1bwokRHkqp4hxMm-s,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJgdS9yu1bwokRQqyymeQoiyU,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJcaQCwD1awokRuJEpTiEWOtw,Financial District (FiDi),Upscale;Rooftop/Outdoor,Top 40/Pop;Chill/Lo-fi
ChIJ_8dmJ0lbwokRIJHQFfXiMNo,Financial District (FiDi),Upscale;Rooftop/Outdoor,Jazz/Blues;Chill/Lo-fi
ChIJ__9LNBZawokREnkOiVx7ydc,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJ7ek7qdRbwokRt3sVsitU9r4,Financial District (FiDi),Rooftop/Outdoor;Loungey,Top 40/Pop;House/EDM
ChIJB-f7QABbwokRf1K8JbYYTRc,Financial District (FiDi),Upscale;Loungey,Jazz/Blues;Chill/Lo-fi
ChIJbz0iOp1bwokR5duVkhyBKF4,Financial District (FiDi),Loungey;Upscale,Jazz/Blues;Chill/Lo-fi
ChIJb0lw8-1bwokR8LynNJhQ_OU,Financial District (FiDi),Rooftop/Outdoor;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJ6QIQ_VJbwokRRG0C8fzZBWI,Financial District (FiDi),Rooftop/Outdoor;Loungey,Top 40/Pop;Chill/Lo-fi
ChIJgd85FABbwokRFSIViuliWWc,Financial District (FiDi),Loungey;Upscale,Top 40/Pop;House/EDM
ChIJz6VzaE5bwokRDjI6SMiqjCA,Financial District (FiDi),Loungey;Rooftop/Outdoor,Top 40/Pop;House/EDM
ChIJu6uvMvtbwokR1Nw0VX_olk4,Bushwick,Divey;Live Music,Latin/Reggaeton;Live Music
ChIJy8xMA9RdwokRNfpC3clJ5UA,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJX7RxAwFcwokRd9KH36jxC60,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJ72jC4QBcwokRjFRMAxCm770,Bushwick,Loungey;Live Music,Rock/Indie;Jazz/Blues
ChIJkb_VyABcwokRtZ1kyBrtV30,Bushwick,Loungey;Divey,Rock/Indie;Jazz/Blues
ChIJR24ySehdwokRqbzzBFRpxGk,Bushwick,Divey;Rooftop/Outdoor,Disco/Funk;Rock/Indie
ChIJncjrqQFcwokRZZzyxeY-tlQ,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJBYQWj7JdwokRttZj3gcYsgs,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJURxz919dwokRKS2GVDVfHdE,Bushwick,Loungey;Live Music,Jazz/Blues;Rock/Indie
ChIJmeKSwPFdwokRZ--71Rq0GBY,Bushwick,Loungey;Divey,Latin/Reggaeton;Rock/Indie
ChIJQ2wVWwFcwokRRSnbCLe9LuQ,Bushwick,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJkYPwxANcwokRokvU2JYsrCo,Bushwick,Loungey;Upscale,Chill/Lo-fi;Jazz/Blues
ChIJg6OpQ0pdwokR68uFIZ_SPsE,Bushwick,Dancey;Ravey,Latin/Reggaeton;House/EDM
ChIJRVNBXAFcwokROS55DQRQJJY,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJGyXxId9dwokR2RH5SoqeSj0,Bushwick,Ravey;Live Music,House/EDM;Rock/Indie
ChIJ7ypgP3xdwokRfNhHaksDQ_A,Bushwick,Loungey;Divey,Latin/Reggaeton;Disco/Funk
ChIJuUtZ-hdZwokRQw4pPJqOQbQ,Bushwick,Loungey;Rooftop/Outdoor,Live Music;Rock/Indie
ChIJ9X57zTpdwokRPdjuSuDrv1Y,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJoQzszopdwokRgf4do3_gAH0,Bushwick,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJk7YDatldwokRKdyKONKuwwE,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJqwhqNh1cwokRcUqJU2zS5M8,Bushwick,Divey;Loungey,Rock/Indie;Hip-Hop/Rap
ChIJpwu_dB1cwokRB_7Vq9WZDh0,Bushwick,Divey;Live Music,Rock/Indie;Jazz/Blues
ChIJH16ZEx1cwokRIOvpIpgh27o,Bushwick,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJNTHomFtZwokRVY16XKq8y5Q,Bushwick,Divey;Live Music,Latin/Reggaeton;Rock/Indie
ChIJKx5RIh1cwokRi2jyqtjqG68,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJQR97JR1cwokRQ8bprxwgu0g,Bushwick,Loungey;Divey,Latin/Reggaeton;Hip-Hop/Rap
ChIJ80dHRh1cwokRb637g4k9hhk,Bushwick,Loungey;Live Music,Live Music;Jazz/Blues
ChIJb6ZVSB1cwokRES6FZ2WAMAA,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJS3GApRNdwokRQ5wdnB5qpDA,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJ_____xxcwokRvgheZgxjWtk,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJt1iscx1cwokRA4J-6XREVl0,Bushwick,Dancey;Ravey,House/EDM;Top 40/Pop
ChIJx6xAS4FdwokR0Lxbx7PlBEY,Bushwick,Divey;Rooftop/Outdoor,Rock/Indie;Chill/Lo-fi
ChIJv5QvLQddwokR8sH0Q-NHt5Q,Bushwick,Divey;Loungey,Jazz/Blues;Rock/Indie
ChIJI5IKUR1dwokRswyymDKSvmc,Bushwick,Loungey;Divey,Rock/Indie;Chill/Lo-fi
ChIJMXG2IKFdwokRSNnbd7FNMHE,Bushwick,Ravey;Dancey,House/EDM;Latin/Reggaeton
ChIJA-wJvB1cwokRjWOaZl6kECw,Bushwick,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJiQHGLBxcwokRSGPEB7RkbLA,Bushwick,Divey;Live Music,Rock/Indie;Live Music
ChIJY3SV72ddwokRP1FK0G3VnG4,Bushwick,Loungey;Divey,Latin/Reggaeton;Hip-Hop/Rap
ChIJx7o-bSBcwokRmJFbN-tddW8,Ridgewood,Divey;Loungey,Rock/Indie;Chill/Lo-fi
ChIJESqltthdwokRpRsWDfkJMGU,Ridgewood,Divey;Loungey,Rock/Indie;Live Music
