name,website_link,reservation_link
Horses and Divorces,,Not found
The Rusty Face,,https://resy.com/cities/ny/the-rusty-face
Old Man Hustle Bar,https://www.oldmanhustle.com/,Not found
320 Club,https://www.instagram.com/320clubnyc/,Not found
Super Burrito,Not found,Not found
Fette Sau,http://www.fettesaubbq.com/,Not found
The Commodore,https://www.thecommodorebrooklyn.com/,Not found
Full Circle Bar,http://www.fullcirclebar.com/,http://fullcirclebar.com/party
Banter Bar,http://www.banterbrooklyn.com/,Not found
St. Mazie Bar & Supper Club,http://stmazie.com/,https://resy.com/cities/ny/st-mazie
Maracuja,http://maracujabk.com/,Not found
Have & Meyer,http://haveandmeyer.com/,https://www.opentable.com/restaurant/profile/486139?ref=1068
Midway,,Not found
la milagrosa,http://cerveceriahavemeyer.com/,Not found
Clem's,http://clemsbrooklyn.com/,Not found
Jackbar,https://www.facebook.com/jackbar?mibextid=LQQJ4d,Not found
Nightmoves,,Not found
The Four Horsemen,http://fourhorsemenbk.com/,https://resy.com/cities/ny/the-four-horsemen
Chino Grande,http://www.chinograndenyc.com/,https://resy.com/cities/ny/chino-grande
Femme Fontaine BK,http://www.femmefontainebk.com/,Not found
The Quarter Club,Not found,Not found
For All Things Good Williamsburg,http://www.forallthingsgoodbk.com/,Not found
Recette,Not found,Not found
Leo,Not found,Not found
Cerveceria Havemeyer,http://www.cerveceriahavemeyer.com/,Not found
Savoi Latin Bistro,http://savoilatinbistro.com/,https://savoi-latin-bistro.resos.com/booking
Golden Years,http://goldenyearsbk.com/,Not found
CANTINA 138,http://www.cantina138.com/,Not found
Bar Madonna,https://barmadonna.com/,https://resy.com/cities/ny/bar-madonna
The MOUTH Kitchen + Bar,https://www.themouthbk.com/,https://resy.com/cities/ny/the-mouth
Brooklyn Art Haus,Not found,Not found
We Got Company,http://www.wegotcompany.bar/,Not found
Rocka Rolla,https://m.facebook.com/pages/category/Bar/Rocka-Rolla-838004392899971/,Not found
Eddie Jr's SPORTS LOUNGE,,Not found
Aliya,https://www.brookandlyneating.com/aliya,https://resy.com/cities/ny/aliya-cocktail-den
GERTIE,https://www.gertie.nyc/,https://resy.com/cities/ny/gertie
Metropolitan,https://www.metropolitanbarny.com/,Not found
Alligator Lounge,http://www.alligatorloungebrooklyn.com/,Not found
Zona Rosa,http://www.zonarosabrooklyn.com/,https://resy.com/cities/ny/zona-rosa-brooklyn
Macri Park,http://www.macripark.com/,Not found
Beer Karma,http://beerkarmanyc.com/,Not found
Kini wine bar,http://kinibk.com/,Not found
Montesacro Brooklyn,http://www.montesacrobk.com/,https://www.opentable.com/restaurant/profile/342952?ref=1068
H&H Reserve,http://www.hhreserve.com/,Not found
Pomp and Circumstance,https://www.pandcdining.com/,https://resy.com/cities/ny/pomp-and-circumstance
Birreria,Not found,Not found
Ainslie,Not found,Not found
Northern Bell,http://www.northernbellny.com/,Not found
L & P Wines & Liquors Inc,https://lpwinesandliquors.com/,Not found
Sage,Not found,Not found
Tuffet,Not found,Not found
ORE BAR,http://www.orebar.com/,Not found
Basik,http://www.basikbrooklyn.com/,Not found
Here Bk,https://herebk.com/,Not found
Easy Lover,,Not found
Common Mollies,http://commonmolliesnyc.com/,Not found
Viva Toro,http://www.vivatoro.com/,https://vivatoro.com/#reservations_yelp
The Less Dead,https://www.instagram.com/the_less_dead_bar/?hl=en,Not found
Grimm Artisanal Ales,https://grimmales.com/,Not found
PUMPS,http://pumpsbar.com/,Not found
Mansions,https://ra.co/clubs/197275,Not found
ECB,http://ecbny.com/,https://ecbny.com/
VIXEN,Not found,Not found
Black Hound Bar & Lounge,https://blackhoundbar.com/,Not found
Mezze on the River,https://www.mezzeontheriver.com/,https://www.mezzeontheriver.com/reservations
Sixpoint Brewery At Brookfield Place,https://sixpoint.com/taprooms/brookfield,https://resy.com/cities/ny/sixpoint-brewery-taproom
O'Hara's Restaurant and Pub,https://www.facebook.com/OharasPubNYC/,Not found
Eataly NYC Downtown,https://www.eataly.com/us_en/stores/nyc-downtown/,https://www.eataly.com/us_en/stores/nyc-downtown/downtown-pizza-pasta/
The Cloud One Lounge New York-Downtown,https://www.the-cloud-one.com/en/,Not found
Skinos,http://skinos123.com/,https://www.opentable.com/restaurant/profile/1248067?ref=1068
Le Bar,Not found,Not found
The Irish American Pub,http://www.irishamericanpubnyc.com/,http://www.sevenrooms.com/reservations/theirishamericanpub
Nobu Downtown,https://www.noburestaurants.com/downtown/home/?utm_source=google&utm_medium=Yext,https://www.noburestaurants.com/downtown/reservations/
La Parisienne,Not found,Not found
Okelisa,Not found,Not found
Carragher's,http://carraghersnyc.com/,http://sevenrooms.com/reservations/carragherspub/goog
Hide Rooftop,https://www.hiderooftop.com/,https://www.opentable.com/restaurant/profile/1328422?ref=1068
Recreation,https://www.recreationbar.com/,https://www.opentable.com/restaurant/profile/1051966?ref=1068
Temple Court,https://www.templecourtnyc.com/,https://www.templecourtnyc.com/tct-reservations/
Da Claudio,http://www.daclaudionyc.com/,https://www.opentable.com/restaurant/profile/158914?ref=1068
Nassau Bar,http://instagram.com/nassaubarnyc,Not found
WXYZ Bar,Not found,Not found
W XYZ Bar and Lounge at Aloft Manhattan Downtown,http://www.aloftmanhattandowntown.com/financial-district-bar,Not found
Bar Room at the Beekman,http://templecourtnyc.com/about-the-bar-room,Not found
Laissez Faire,https://laissezfaire.nyc/,https://resy.com/cities/ny/laissez-faire-ny
Blue Haven SOUTH,https://south.bluehavennyc.com/,Not found
Norte,Not found,Not found
Maison blanche,Not found,Not found
SaiNuing,Not found,Not found
Zizi Wine Bar,Not found,Not found
TBA Brooklyn,http://www.tbabrooklyn.com/,Not found
Lavender Lake,http://www.lavenderlake.com/,Not found
Rossi's Lounge,http://www.rossislounge.com/,Not found
Deux Chats,http://www.deuxchatsbk.com/,Not found
Bar Milagro,https://www.xolobk.com/barmilagro,https://www.opentable.com/restaurant/profile/1239427?ref=1068
Social House Cafe,https://www.socialhousecafellc.com/menu-1-1,Not found
Diner,http://www.thedinerbar.com/,https://resy.com/cities/ny/dinerbar
Marlow & Sons,http://marlowandsons.com/,https://resy.com/cities/ny/marlow-and-sons
Bembe,https://www.bembe.us/,www.bembe.us
East River Bar,,Not found
OTB,http://www.otbbk.com/,https://resy.com/cities/ny/otb
Velvet Brooklyn,https://www.velvetbrooklyn.com/?y_source=1_MjI2MTMzMjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://www.velvetbrooklyn.com/reservations
Baby's All Right,http://babysallright.com/,Not found
Williamsburg Music Center,https://wmcjazz.com/,Not found
Pájaro Bobo,Not found,Not found
Davidoff of Geneva,Not found,Not found
Bar Bedford,Not found,Not found
LilliStar,http://www.lillistarbk.com/,Not found
Jolene Sound Room,http://jolenesoundroom.com/,Not found
Propaganda,Not found,Not found
Pokito,http://www.pokito.nyc/,Not found
Made 21 Restaurant & Lounge,https://www.made21.nyc/,https://www.made21.nyc/reservation/
Domino Wine Bar,http://dominowinebarbk.com/,Not found
SilverFactory,,Not found
Lighthouse BK | Mediterranean Restaurant & Bar,http://www.lighthousebk.com/,https://resy.com/cities/ny/lighthouse
Black Flamingo,http://www.blackflamingonyc.com/,https://www.blackflamingonyc.com/reservations/
Ensenada,http://www.ensenadanyc.com/,https://resy.com/cities/ny/ensenada
The West Brooklyn,http://www.thewestbrooklyn.com/,Not found
Ontario Bar,,Not found
Mcondo Los Tacos,https://mcondotacos.com/,Not found
Izakaya Ryujin,https://www.ryujinbrooklyn.com/,Not found
Abba Bar & Grill,https://www.abbabar.com/,Not found
Redd’s Tavern,http://reddsbrooklyn.com/,Not found
The Clonard,https://www.theclonard.com/,Not found
The Whiskey on Grand,http://www.thewhiskeyog.com/,Not found
Limosneros,https://limosnerosbk.com/,Not found
"Esports Lounge, Training & Arcade",Not found,Not found
THE LAST CALL,https://www.thelastcallbk.com/,Not found
Bushwick Country Club,http://www.bushwickcountryclub.com/,Not found
Blue Angel Wines,http://www.blueangelwines.com/,Not found
Lady Jay's,,Not found
The Starlight Tavern,http://www.thestarlighttavern.com/,Not found
Desy's Clam Restaurant,,Not found
Medusa Bar Bk,https://instagram.com/medusabrooklyn?igshid=OGQ5ZDc2ODk2ZA==,Not found
Blinky's,http://www.blinkysbar.com/,Not found
Crystal Lake Brooklyn,https://www.crystallakebrooklyn.com/,https://www.crystallakebrooklyn.com/
Haven,Not found,http://www.havenrooftop.com/
Ammazzacaffè,http://www.ammazzacaffe.nyc/,https://resy.com/cities/ny/ammazzacaffe
The Anchored Inn,http://theanchoredinn.com/,Not found
Social Cues B.S.A.,http://www.socialcues.com/,Not found
LoHi,https://www.lohibk.com/,Not found
"Brooklyn Greens Golf, LLC",http://brooklyngreensgolf.com/,Not found
Our Wicked Lady,http://www.ourwickedlady.com/,Not found
Tu mama bar and grill,https://www.tumamabarandgrill.com/,Not found
SILO,https://www.silobrooklyn.com/,Not found
Honey's,https://honeysbrooklyn.com/,Not found
Elsewhere,Not found,Not found
Zone One,https://www.elsewherebrooklyn.com/,Not found
Bushwick Triangle,,Not found
63 Bar,Not found,Not found
Willows Tavern,https://www.instagram.com/willowstavern,Not found
Fresh Pond Cocktail Club,,Not found
Trinity Place,http://www.trinityplacenyc.com/,https://www.opentable.com/restaurant/profile/14812?ref=1068
"Wogies Bar & Grill, FIDI",http://wogies.com/,Not found
Cat sports pub,https://catsportspub.com/,Not found
Alexander Hamilton Tavern,,Not found
Half Moon Bar & Grill,Not found,Not found
Schilling Restaurant & Bar,https://www.schillingnyc.com/,https://www.schillingnyc.com/
Manhatta,https://www.manhattarestaurant.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,Not found
The Press Room,https://drafthouse.com/nyc/theater-bar/lower-manhattan,Not found
Pi Bakerie,Not found,Not found
Kesté Pizza e Vino,https://kestepizzeria.com/,https://resy.com/cities/ny/keste-pizza-and-vino
Felice 15 Gold,https://www.felicerestaurants.com/felice-15-gold-street/,https://www.felicerestaurants.com/felice-15-gold-street/
Ryan Maguire's Bar & Restaurant,https://www.ryanmaguiresalehouse.com/,Not found
Giardino D'Oro,http://www.giardinodoro.com/,http://giardinodoro.com/online-reservations-2/
T.J. Byrnes Bar & Restaurant,http://www.tjbyrnes.com/,Not found
Highkey Rainforest Rooftop,https://highkeyrooftop.com/,Not found
GOLDEN WUISH (THE DUCKHOUSE),https://www.goldenwuish.com/,https://resy.com/cities/ny/wuish-kitchen-and-bar
Hey Thai,http://hey-thai-nyc.com/,https://resy.com/cities/ny/hey-thai
Cedar Local,https://www.cedarlocal.com/,Not found
Jeremy's Ale House,,Not found
The Paris Café,http://pariscafenyc.com/,https://resy.com/cities/ny/the-paris-cafe
Fresh Salt,http://www.freshsalt.com/,http://www.freshsalt.com/contact/
Fish Market,,Not found
The Hideaway Seaport,https://thehideawaynyc.com/seaport,Not found
The Garden Bar,,Not found
Osteria Del Porto,http://www.osteriadelportonyc.com/,https://resy.com/cities/ny/osteria-del-porto
The Tuck Room,https://www.thetuckroom.com/?utm_source=google&utm_medium=local_listings&utm_campaign=yext,https://resy.com/cities/ny/the-tuck-room-fulton-market
Chase Sapphire at the Seaport,,Not found
The Little Shop,http://thelittleshopny.com/,https://resy.com/cities/ny/the-little-shop
McNally Jackson Coffee & Wine Bar,,Not found
Duff's,http://www.duffsbrooklyn.com/,Not found
Shalom Japan,http://shalomjapannyc.com/,https://resy.com/cities/ny/shalom-japan
LORA SPORTS BAR,,Not found
Masquerade,,https://resy.com/cities/ny/masquerade
Fiction Bar/Cafe,http://www.fictionbk.com/,Not found
Nyla Cafe,https://www.cafenyla.com/,Not found
The Rosemont,https://therosemontnyc.com/,Not found
duckduck,,Not found
The Graham,https://thegrahambrooklyn.com/,Not found
Emblem,https://www.emblembk.com/,Not found
Sweet Science,http://sweetsciencebklyn.com/,Not found
Eris,http://www.erisevolution.com/,Not found
Hi Hello Crepes,https://www.hihellocrepes.com/,Not found
Pizzette,https://www.pizzettebk.com/,https://www.pizzettebk.com/
Win Son Bakery,http://winsonbrooklyn.com/,Not found
Marcela's Tapas & Fusion Cuisine,http://www.marcelas.nyc/,https://www.marcelas.nyc/reservaton
Tradesman,http://www.tradesmanbar.com/,Not found
Sleepwalk,http://www.sleepwalk.nyc/,https://sleepwalk.nyc/events
Pink Metal,Not found,Not found
Post No Bills,http://www.postnobillsbk.com/,Not found
3 Dollar Bill,Not found,http://www.3dbnyc.com/rsvp
Now And Then NYC,,Not found
Social Cues The Garden,http://www.socialcues.com/,Not found
Wandering Barman,https://www.wanderingbarman.com/,Not found
Aura Cocina,Not found,Not found
Bushwick Ice House,https://www.instagram.com/bushwickicehouse/?hl=en,Not found
About Last Night,Not found,https://resy.com/cities/ny/about-last-night
The Rose Lounge,Not found,Not found
Falansai,http://falansai.com/,https://resy.com/cities/ny/falansai-ny
Little Beaver,https://littlebeaverbk.com/,Not found
Pearl's Social & Billy Club,https://pearlssocial.com/,Not found
House of Yes,http://houseofyes.org/,Not found
Union Pizza Works,http://www.unionpizzaworks.com/,https://www.opentable.com/restaurant/profile/1019377?ref=1068
Artichoke Basille's Pizza,Not found,Not found
Echo Bravo,http://www.echobravobar.com/,Not found
The Red Pavilion,https://theredpavilion.com/,Not found
Nowon Bushwick,https://nowonusa.com/,https://resy.com/cities/ny/nowon-bushwick
Jupiter Disco,http://www.jupiterdisco.com/,Not found
Cafe Mez,Not found,Not found
Cocktail Magique Theatre by Company XIV,https://companyxiv.com/cocktail-magique/,Not found
Lovejoys,https://www.lovejoysnyc.com/,Not found
The Cobra Club,http://cobraclubbk.com/,Not found
Brooklyn Beer Garden,https://www.thebrooklynbeergarden.com/,Not found
Vacations BK,https://www.vacationsbk.com/,Not found
The Keep,http://thekeepny.com/,Not found
Daddy’s Bar,Not found,Not found
Windjammer Bar,https://facebook.com/thewindjammerny/,Not found
Gottscheer Hall,https://gottscheerhall.com/,Not found
Green Spot Wine & Cafe,,Not found
Inatteso Pizzabar,http://inatteso.com/,http://www.inatteso.com/
Reserve Cut,http://reservecut.com/,https://resy.com/cities/ny/reserve-cut
PIZZA ETALIA,https://www.pizzaetalia.com/,http://menus.fyi/64715
Toro Loco,https://www.toroloconyc.com/,https://resy.com/cities/ny/toro-loco
London & Martin Co.,http://www.londonmartinco.com/,https://www.opentable.com/restaurant/profile/1322743?ref=1068
Beckett's Sports Bar,http://beckettsny.com/,https://beckettsny.com/#reservations
Delmonico's,https://www.theoriginaldelmonicos.com/,https://www.sevenrooms.com/reservations/delmonicos/goog
Ulysses',https://www.ulyssesnyc.com/,Not found
Stone Street Tavern,http://www.stonestreettavernnyc.com/,https://resy.com/cities/ny/stone-street-tavern
Underdog,https://www.underdogbarnyc.com/pickup-menu,Not found
Route 66 Smokehouse,http://route66smokehouse.com/,https://resy.com/cities/ny/route-66-smokehouse
Killarney Rose,Not found,Not found
Joseph's Restaurant,http://josephsnyc.com/,https://www.opentable.com/restaurant/profile/87547?ref=1068
Irish Punt,https://www.facebook.com/The-Irish-Punt-120499437962602/,Not found
Split Eights,http://www.spliteightsnyc.com/,Not found
Gran Vía,Not found,Not found
Harry's Side Bar,https://www.harryssidebar.com/,https://resy.com/cities/ny/harrys-side-bar
LILLY’S BORDELLO,https://www.lillysbordello.com/,Not found
Rex NY Cigar Club,,http://barclayrex.com/
Lobby Bar @ Wall Street Hotel,Not found,Not found
The Full Shilling,http://www.thefullshilling.com/,Not found
Bar Tontine,https://www.thewallsthotel.com/dining-and-drink/bar-tontine,https://resy.com/cities/ny/bar-tontine
Lounge on Pearl,https://www.thewallsthotel.com/dining-and-drink/lounge-on-pearl,https://resy.com/cities/ny/lounge-on-pearl
The Wall Street Hotel,https://www.thewallsthotel.com/,Not found
Industry Kitchen,https://industry-kitchen.com/,https://www.industry-kitchen.com/#/form-reservations
Overstory,https://www.overstory-nyc.com/,https://resy.com/cities/ny/overstory
Crown Shy,Not found,https://resy.com/cities/ny/crown-shy
Watermark,https://watermarkny.com/,https://www.sevenrooms.com/reservations/watermarknyc
Tin Building Bar,https://tinbuilding.com/,https://tinbuilding.com/restaurants
Cocktail Bar,Not found,Not found
The Greens on The Rooftop at Pier 17,https://thegreens.pier17ny.com/,https://resy.com/cities/ny/the-greens
Heineken Riverdeck,https://www.pier17ny.com/,Not found
Koko's,Not found,Not found
Kokos at Pearl Alley,https://www.pearlalley.nyc/,Not found
La Guira,Not found,Not found
Social Cues Wynwood,http://www.socialcues.com/,Not found
Pine Box Rock Shop,http://www.pineboxrockshop.com/,Not found
Syndicated Bar Theater Kitchen,https://syndicatedbk.com/,Not found
Ange Noir Cafe,http://www.angenoircafe.com/,Not found
Tiki Lodge,Not found,Not found
Otis,http://www.otisbk.com/,https://resy.com/cities/ny/otis
Mika,http://mikabushwick.com/,Not found
Hell Phone,http://www.angenoircafe.com/,Not found
Sobre Masa,https://www.sobremasa.com/,https://resy.com/cities/ny/sobre-masa
The Narrows,https://www.instagram.com/thenarrows/?hl=en,Not found
Tomo Japanese Fusion,https://www.tomojapanesefusionny.com/,Not found
El Santo,http://www.elsantotaqueriabklyn.com/,Not found
Norwind's,https://www.facebook.com/norwindsbk/?rf=519098858274528,Not found
The End,Not found,Not found
La Cumbanchita Record Bar,,Not found
Farm To People,https://farmtopeople.com/,https://resy.com/cities/ny/farm-to-people-kitchen-and-bar
Nook,Not found,Not found
BrookLAN,https://www.brooklan.com/,Not found
The Bush,http://bushbk.com/,Not found
The Johnson's,Not found,Not found
Heavy Woods,http://heavywoodsbar.com/,Not found
The Sampler Bushwick,,Not found
Santa Salsa,http://santasalsastreet.com/,Not found
Starr Bar,http://starrbar.com/,http://starrbar.com/bookings
Pitanga,https://www.pitangabk.com/,https://resy.com/cities/ny/pitanga-bushwick
Théâtre XIV by Company XIV,Not found,Not found
Kings County Brewers Collective,http://kcbcbeer.com/,https://resy.com/cities/ny/kings-county-brewers-collective
Carousel,https://instagram.com/carousel_bk?igshid=MzRlODBiNWFlZA==,Not found
Queen,http://queen.nyc/,Not found
Pacha,Not found,Not found
Cherry on Top,http://cherryontopnyc.com/,Not found
The Ten Bells Brooklyn,https://www.tenbellsbk.com/,https://resy.com/cities/ny/the-ten-bells-bk
Ra-Ra Rhino (speakeasy thru Dromedary Doughnuts,http://rararhino.com/,Not found
Selva,,Not found
Left Hand Path,http://www.bushwick.bar/,Not found
Abe's Pagoda Bar,https://www.abespagodabar.com/,Not found
La Cantine,Not found,Not found
Milo's Yard,http://milosyard.com/,Not found
The Seneca,http://www.thesenecanyc.com/,Not found
Aunt Ginny's,http://www.auntginnys.com/,Not found
La Canoa,https://www.facebook.com/pages/La-Canoa-Restaurant/111583312211005,Not found
Seneca Fiesta Corporation,Not found,Not found
I O Cafe,Not found,Not found
Jones Bar,https://jonesbarnyc.com/,Not found
The View at Battery Park,https://masterpiececaterers.com/view-at-the-battery/,https://www.opentable.com/restaurant/profile/1082131?ref=1068
White Horse Tavern - Financial District,http://www.whitehorsetavernny.com/,Not found
Margarita Bar NYC,Not found,Not found
The Beer Garden,Not found,Not found
Five Iron Golf - FiDi,https://fiveirongolf.com/nyc-fidi/,Not found
The Dead Rabbit NYC,https://thedeadrabbit.com/?utm_source=google_business_profile&utm_medium=gbp_view_website&utm_campaign=google_business_profile,https://resy.com/cities/ny/the-dead-rabbit
Fraunces Tavern,http://www.frauncestavern.com/,https://www.opentable.com/restaurant/profile/45523?ref=1068
Sky55 bar and grill,http://www.masterpiececaterers.com/55-water-st/sky-55/,https://www.opentable.com/restaurant/profile/1023769?ref=1068
Jingle Jangle,https://thedeadrabbit.com/jingle-jangle/?utm_source=google_business_profile&utm_medium=gbp_view_website&utm_campaign=google_business_profile,https://resy.com/cities/ny/the-dead-rabbit
A brand kumar Kumar,Not found,Not found
The River Café,Not found,Not found
The Osprey,https://www.1hotels.com/brooklyn-bridge/taste/osprey?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,https://www.sevenrooms.com/reservations/theosprey
Harriet's Rooftop,https://www.1hotels.com/brooklyn-bridge/taste/harriets-rooftop?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp,https://www.sevenrooms.com/reservations/harrietsrooftop
Harriet's Lounge,Not found,Not found
The Bar at The Brooklyn Ice Cream Factory,https://www.brooklynicecreamfactory.com/,Not found
GRAN ELÉCTRICA,Not found,Not found
Grimaldi's Pizzeria,Not found,Not found
Fulton Burger - Dumbo,http://fultonburger.com/,https://www.opentable.com/restaurant/profile/1227025?ref=1068
bar56,https://www.bar56dumbo.com/,https://resy.com/cities/ny/bar56
Time Out Market New York,https://www.timeoutmarket.com/newyork/,Not found
The Hull Sports Bar,https://www.seamores.com/location/the-hull/,Not found
Seamore’s,Not found,Not found
Main Street Landing,https://www.mainstreetlanding.nyc/,https://resy.com/cities/ny/main-street-landing
Superfine,https://www.superfine.nyc/,Not found
AlMar,Not found,Not found
The Archway Bar & Grill,,Not found
68 Jay Street Bar,http://www.68jaystreet.bar/,Not found
Gair,Not found,Not found
Dumbo Station,https://thedumbostation.com/,Not found
Love & Dough,http://www.loveanddough.com/,https://www.opentable.com/restaurant/profile/211318?ref=1068
Olympia,Not found,Not found
The Rat NYC,Not found,Not found
BEEPUBLIC,http://beepubliccoffee.com/,Not found
Nobody Told Me,Not found,Not found
Water St. Tavern,https://watersttavern.com/,https://www.opentable.com/restaurant/profile/1255066?ref=1068
Social Cues The Gallery,http://www.socialcues.com/,Not found
Vinegar Hill House,http://www.vinegarhillhouse.com/,https://resy.com/cities/ny/vinegar-hill-house
Maloya,http://maloyanyc.com/,https://resy.com/cities/ny/maloya
Clara's,Not found,Not found
The Little Whiskey,http://thelittlewhiskey.com/,Not found
Yours Sincerely,http://www.yourssincerely.co/,Not found
Tabaré Bushwick,Not found,https://resy.com/cities/ny/tabare-bushwick
Mad Tropical,http://madtropical.com/,Not found
101 Wilson Bar,http://101wilsonbar.com/,Not found
Danger Danger,,Not found
The Three Diamond Door,,Not found
1127 Willoughby Ave,Not found,Not found
Tipsy Bean Café & Bar,Not found,Not found
Alegria Bar and Grill,https://www.alegriabarandgrill.getsauce.com/?utm_source=GMB&utm_medium=Website+Button&utm_id=.alegriabarandgrill,Not found
Nowhere Bar Lounge Restaurant,Not found,Not found
Palmetto,Not found,Not found
Carmelo’s,Not found,Not found
Honore Club,https://www.instagram.com/honoreclub/,Not found
Private Luxe Lounge by Dream Space,https://www.dreamspacevenues.com/,Not found
Ops,http://www.opsbk.com/,Not found
The Drunkie Monkey,http://www.drunkenmunkey.com/,http://drunkenmunkey.com/reserve
Bar,http://baarbaarnyc.com/,https://www.mealhi5.com/Baar-Baar/
Ocelot,,Not found
K&K Buffet & Cajun Seafood,http://kkbuffet.com/,https://kkbuffettogo.com/
The Bad Old Days,,Not found
Tequila Time Bar Cafe,,Not found
Julia's,Not found,Not found
Freda,https://www.barfreda.com/,Not found
Rolo’s,http://www.rolosnyc.com/,Not found
Super Pollo,http://superpollo.nyc/,http://superpollo.nyc/
Sundown Bar is now Cassette,Not found,Not found
Plein Air,http://www.cafepleinair.com/,https://resy.com/cities/ny/plein-air
Hellbender,http://hellbendernyc.com/,Not found
Mediterranean Restaurant & Bar - Relax Lounge,https://relaxloungenyc.com/,Not found
Cozy Corner,Not found,Not found
Eagles Bar & Grill,Not found,Not found
Walsh's Pub,,Not found
Henry Street Ale House,http://henrystreetalehouse.com/,Not found
Henry's End,https://www.henrysend.com/,https://www.opentable.com/restaurant/profile/162367?ref=1068
Bevacco,http://bevacco.com/,https://resy.com/cities/ny/bevacco
The Binc,https://thebinc.com/,Not found
Bluestone Lane DUMBO Café,,https://resy.com/cities/ny/bluestone-lane-dumbo?y_source=1_ODc5Mjg5NS03MTUtbG9jYXRpb24ucmVzZXJ2YXRpb25fdXJs
Randolph Beer,Not found,https://www.exploretock.com/randolph-beer-brooklyn/?utm_source=search&utm_medium=place-actions&utm_content=reservations&rwg_token=AJKvS9UIQo25khs5PNdk38JtB491xDnVa6eigk9Fx6x7zdf1TjJ-orlk7tjMrt9a1nTKTE5-bgHoI-4hueKr5UNZC-fhm3qTRYhf-6L3hprluKFByair0W0%3D
Wonder Beach Tanning & Cafe' Dumbo,https://www.wonderbeachdumbo.com/,Not found
Randolph Rooftop,https://www.randolphbeer.com/location/rooftop,Not found
Kings County Distillery,http://kingscountydistillery.com/,Not found
The Gatehouses,https://www.kingscountydistillery.com/the-gatehouses,Not found
Rooftop Reds,http://www.rooftopreds.com/,https://resy.com/cities/ny/rooftop-reds
Transmitter Brewing,http://www.transmitterbrewing.com/,Not found
Genao,,Not found
Boca,Not found,Not found
Hanks BK,Not found,Not found
Keybar,https://keybar.com/,https://www.keybar.com/reservations/
Fine Time,,Not found
ALPHAVILLE,http://www.alphavillebk.com/,Not found
Orion Bar,https://www.orion-bar.com/,Not found
Maite,http://www.maitebushwick.com/,https://resy.com/cities/ny/maite
The Wheelhouse,Not found,Not found
Molasses Books,http://facebook.com/molassesbooks,Not found
The Oaisis @ 368,Not found,Not found
Lou’s Athletic Club,,Not found
Umbra,http://www.umbrabrooklyn.com/,https://www.opentable.com/restaurant/profile/1366117?ref=1068
Momo's Corner,Not found,Not found
Little G Cantina,Not found,Not found
QDOBA Mexican Eats,Not found,Not found
Light House,Not found,https://resy.com/cities/ny/lighthouse
Dromedary: Coming Out,http://dromedarybk.com/,Not found
Party On,Not found,Not found
Talon Bar,http://talonbar.com/,Not found
New Apolo,Not found,Not found
Bootleg Bar,http://bootlegbarnyc.com/,Not found
Boobie Trap,http://boobietrapbrooklyn.com/,Not found
LA POTRANCA Bar,Not found,Not found
Aby’s bar,Not found,Not found
Old Stanley's Bar,https://www.facebook.com/Oldstanleysbar/,Not found
El Mekkah Bar & Grill,,Not found
Coyote Bohemio,https://coyotebohemiony.com/,http://ordercoyotebohemio.com/
Miyama Sushi & Steakhouse,https://www.miyamany.com/,Not found
Cantina 33,,Not found
Aftermath NYC,http://www.aftermathnyc.com/,Not found
Bread and Wine,Not found,Not found
Billy's Birreria,http://billysmarketplace.com/billys_birreria,Not found
Myrtle Pub,,Not found
Craft Culture,http://www.craftculture.beer/,Not found
Peg's Cavalier,http://instagram.com/pegscavalier,Not found
Dada,https://www.dadabar.nyc/,Not found
Celtic Gasthaus,http://celtic-gasthaus.poi.place/,Not found
Tee Dee's Tavern,,Not found
Park Plaza,Not found,Not found
Atlantic Yacht Club,Not found,Not found
66s Fusion - Asian Fusion,http://www.66sfusion.com/,Not found
Rustik @ The Navy Yard,http://www.rustiktavern.com/,Not found
Body By Brooklyn,http://www.bodybybrooklyn.com/,Not found
Le Petit Monstre,http://www.lepetitmonstre.com/,Not found
SKYTOWN,http://www.skytownbk.com/,Not found
Thai Me,https://thaimetogo.com/,https://thaimetogo.com/
OSTUDIO,https://www.ostudiony.com/,Not found
GV Lounge,Not found,Not found
Cafe Erzulie,https://www.cafeerzulie.com/,Not found
JADE,Not found,Not found
Alaska 2,,Not found
Happyfun Hideaway,http://facebook.com/happyfunhideaway,Not found
Birdy's,https://m.facebook.com/birdysbushwick/,Not found
Rebecca's,http://rebeccasbar.com/,Not found
Bunton’s World Famous,http://buntonsworldfamous.com/,http://buntonsworldfaamous.com/
Rash,http://rash-bar.nyc/,Not found
Paragon,https://www.paragonbroadway.com/,Not found
Bossa Nova Civic Club,http://bossanovacivicclub.com/,Not found
Hart Bar,http://hartbarnyc.com/,Not found
Bushwick Public House,,Not found
Mood Ring,Not found,Not found
Zatar Cafe & Bistro,Not found,Not found
Luv Story,http://www.luvstorynyc.com/,Not found
The Venue,Not found,Not found
TV Eye,https://tveyenyc.com/,Not found
Trans-Pecos,Not found,Not found
